,Name,Sex,Age,Team,Games,Year,Season,Sport,Medal
254185,Mario von Appen,M,26.0,Germany,1992 Summer,1992,Summer,Canoeing,3
254193,Marten Hans Joachim von Barnekow,M,36.0,Germany,1936 Summer,1936,Summer,Equestrianism,3
254200,Frank von Behren,M,27.0,Germany,2004 Summer,2004,Summer,Handball,2
254202,Erich Adolf Ernst von Bernstorff-Gyldensteen,M,28.0,Germany,1912 Summer,1912,Summer,Shooting,1
254207,"Nils Gustaf Fredrik Bror ""Hans"" von Blixen-Finecke, Jr.",M,35.0,Sweden,1952 Summer,1952,Summer,Equestrianism,3
254208,"Nils Gustaf Fredrik Bror ""Hans"" von Blixen-Finecke, Jr.",M,35.0,Sweden,1952 Summer,1952,Summer,Equestrianism,3
254211,"Hans Gustaf von Blixen-Finecke, Sr.",M,25.0,Sweden,1912 Summer,1912,Summer,Equestrianism,1
254212,Alfried Felix Alwyn von Bohlen und Halbach (-Krupp von Bohlen und Halbach),M,28.0,Germania II,1936 Summer,1936,Summer,Sailing,1
254223,Georg Gustaf Wilhelm von Braun,M,34.0,Sweden,1920 Summer,1920,Summer,Equestrianism,3
254225,Georg Gustaf Wilhelm von Braun,M,38.0,Sweden,1924 Summer,1924,Summer,Equestrianism,3
254227,Ingo von Bredow,M,20.0,Macky VI,1960 Summer,1960,Summer,Sailing,1
254228,"Wilhelmina Catherine ""Billie"" von Bremen (-Asch)",F,22.0,United States,1932 Summer,1932,Summer,Athletics,1
254229,"Wilhelmina Catherine ""Billie"" von Bremen (-Asch)",F,22.0,United States,1932 Summer,1932,Summer,Athletics,3
254231,Christian Robert von Blow af Radum,M,38.0,Tip,1956 Summer,1956,Summer,Sailing,2
254232,Christian Robert von Blow af Radum,M,46.0,White Lady,1964 Summer,1964,Summer,Sailing,3
254262,Henri Raoul Marie von der Weid,M,30.0,Switzerland,1924 Summer,1924,Summer,Equestrianism,2
254275,Carl Thure Henrik von Essen,M,35.0,Sweden,1976 Summer,1976,Summer,Fencing,3
254280,Colin Rafael Douglas von Ettingshausen,M,20.0,Germany,1992 Summer,1992,Summer,Rowing,2
254306,Bernhard von Gaza,M,26.0,Germany,1908 Summer,1908,Summer,Rowing,1
254317,Karl-Heinrich Erich Moritz von Groddeck,M,20.0,Germany,1956 Summer,1956,Summer,Rowing,2
254318,Karl-Heinrich Erich Moritz von Groddeck,M,24.0,Germany,1960 Summer,1960,Summer,Rowing,3
254319,Karl-Heinrich Erich Moritz von Groddeck,M,28.0,Germany,1964 Summer,1964,Summer,Rowing,2
254331,Michael von Grnigen,M,28.0,Switzerland,1998 Winter,1998,Winter,Alpine Skiing,1
254343,Zoltn Imre dn von Halmay,M,18.0,Hungary,1900 Summer,1900,Summer,Swimming,2
254344,Zoltn Imre dn von Halmay,M,18.0,Hungary,1900 Summer,1900,Summer,Swimming,1
254345,Zoltn Imre dn von Halmay,M,18.0,Hungary,1900 Summer,1900,Summer,Swimming,2
254346,Zoltn Imre dn von Halmay,M,23.0,Hungary,1904 Summer,1904,Summer,Swimming,3
254347,Zoltn Imre dn von Halmay,M,23.0,Hungary,1904 Summer,1904,Summer,Swimming,3
254348,Zoltn Imre dn von Halmay,M,24.0,Hungary,1906 Summer,1906,Summer,Swimming,2
254349,Zoltn Imre dn von Halmay,M,24.0,Hungary,1906 Summer,1906,Summer,Swimming,3
254350,Zoltn Imre dn von Halmay,M,26.0,Hungary,1908 Summer,1908,Summer,Swimming,2
254351,Zoltn Imre dn von Halmay,M,26.0,Hungary,1908 Summer,1908,Summer,Swimming,2
254359,Herman Carel Felix Clotilde von Heijden,M,30.0,Netherlands,1920 Summer,1920,Summer,Football,1
254367,Wilhelm Albrecht Carlotto Alexander von Hohenau,M,27.0,Germany,1912 Summer,1912,Summer,Equestrianism,1
254375,Johan Hbner von Holst,M,24.0,Sweden,1906 Summer,1906,Summer,Shooting,2
254381,Johan Hbner von Holst,M,26.0,Sweden,1908 Summer,1908,Summer,Shooting,2
254384,Johan Hbner von Holst,M,30.0,Sweden,1912 Summer,1912,Summer,Shooting,1
254385,Johan Hbner von Holst,M,30.0,Sweden,1912 Summer,1912,Summer,Shooting,3
254387,Johan Hbner von Holst,M,30.0,Sweden,1912 Summer,1912,Summer,Shooting,2
254388,Johan Hbner von Holst,M,30.0,Sweden,1912 Summer,1912,Summer,Shooting,3
254391,Nils Gustav von Kantzow,M,22.0,Sweden,1908 Summer,1908,Summer,Gymnastics,3
254415,Rabod Wilhelm von Krcher,M,31.0,Germany,1912 Summer,1912,Summer,Equestrianism,2
254421,Bla von Las-Torres,M,18.0,Hungary,1908 Summer,1908,Summer,Swimming,2
254432,Eugen Johan Anton Freiherr von Lotzbeck,M,46.0,Germany,1928 Summer,1928,Summer,Equestrianism,3
254438,Eduard von Ltcken,M,29.0,Germany,1912 Summer,1912,Summer,Equestrianism,2
254450,Carl von Moers,M,40.0,Germany,1912 Summer,1912,Summer,Equestrianism,2
254459,Ida Leopoldine Sophie Elizabeth von Nagel,F,35.0,Germany,1952 Summer,1952,Summer,Equestrianism,1
254463,Hermann Leopold August von Oppeln-Bronikowski,M,37.0,Germany,1936 Summer,1936,Summer,Equestrianism,3
254470,Jzsef von Platthy,M,35.0,Hungary,1936 Summer,1936,Summer,Equestrianism,1
254477,Otto Wessel von Porat,M,20.0,Norway,1924 Summer,1924,Summer,Boxing,3
254479,Tassilo Wilhelm Humbert Leopold Friedrich Karl von Preuen,M,19.0,Germany,1912 Summer,1912,Summer,Equestrianism,1
254485,Friedrich Leopold Harry von Rochow,M,30.0,Germany,1912 Summer,1912,Summer,Equestrianism,2
254486,Friedrich Leopold Harry von Rochow,M,30.0,Germany,1912 Summer,1912,Summer,Equestrianism,2
254493,Karol Alfonsovich von Rmmel,M,39.0,Poland,1928 Summer,1928,Summer,Equestrianism,1
254496,Hans Robert von Rosen,M,23.0,Sweden,1912 Summer,1912,Summer,Equestrianism,3
254497,Hans Robert von Rosen,M,31.0,Sweden,1920 Summer,1920,Summer,Equestrianism,1
254498,Hans Robert von Rosen,M,31.0,Sweden,1920 Summer,1920,Summer,Equestrianism,3
254500,Maud Florence Ella von Rosen,F,46.0,Sweden,1972 Summer,1972,Summer,Equestrianism,1
254507,"Clarence von Rosen, Jr.",M,28.0,Sweden,1932 Summer,1932,Summer,Equestrianism,1
254509,"Clarence von Rosen, Jr.",M,28.0,Sweden,1932 Summer,1932,Summer,Equestrianism,1
254517,"Susan Christina ""Chris"" von Saltza (-Olmstead)",F,16.0,United States,1960 Summer,1960,Summer,Swimming,2
254518,"Susan Christina ""Chris"" von Saltza (-Olmstead)",F,16.0,United States,1960 Summer,1960,Summer,Swimming,3
254519,"Susan Christina ""Chris"" von Saltza (-Olmstead)",F,16.0,United States,1960 Summer,1960,Summer,Swimming,3
254520,"Susan Christina ""Chris"" von Saltza (-Olmstead)",F,16.0,United States,1960 Summer,1960,Summer,Swimming,3
254523,Richard Ferdinand Maximilian Ignatius Joseph Valentin Hubertus Maria von Schaesberg-Thannheim,M,28.0,Germany,1912 Summer,1912,Summer,Equestrianism,2
254547,Friedrich Gottlob Paul Ferdinand von Stlpnagel,M,23.0,Germany,1936 Summer,1936,Summer,Athletics,1
254554,dn von Tersztynszky,M,34.0,Hungary,1924 Summer,1924,Summer,Fencing,1
254556,dn von Tersztynszky,M,34.0,Hungary,1924 Summer,1924,Summer,Fencing,2
254558,dn von Tersztynszky,M,38.0,Hungary,1928 Summer,1928,Summer,Fencing,3
254559,dn von Tersztynszky,M,38.0,Hungary,1928 Summer,1928,Summer,Fencing,3
254566,Konrad Kuno Cay Freiherr von Wangenheim,M,26.0,Germany,1936 Summer,1936,Summer,Equestrianism,3
254572,Pauline Sophie von Weiler (-Le Poole),F,25.0,Netherlands,1984 Summer,1984,Summer,Hockey,3
254573,Pauline Sophie von Weiler (-Le Poole),F,29.0,Netherlands,1988 Summer,1988,Summer,Hockey,1
254574,William von Wirn,M,33.0,Tutti V,1928 Summer,1928,Summer,Sailing,1
254576,Franz Adolf Eduard Benjamin von Zedlitz und Leipe,M,36.0,Germany,1912 Summer,1912,Summer,Shooting,1
254611,Peter Vonhof,M,23.0,West Germany,1972 Summer,1972,Summer,Cycling,3
254612,Peter Vonhof,M,27.0,West Germany,1976 Summer,1976,Summer,Cycling,3
254625,Albert Bernard Voorn,M,44.0,Netherlands,2000 Summer,2000,Summer,Equestrianism,2
254632,"Gerardus Petrus ""Gerrit"" Voorting",M,25.0,Netherlands,1948 Summer,1948,Summer,Cycling,2
254648,Igor Vori,M,23.0,Croatia,2004 Summer,2004,Summer,Handball,3
254650,Igor Vori,M,31.0,Croatia,2012 Summer,2012,Summer,Handball,1
254653,Oleksandr Serhiyovych Vorobiov,M,23.0,Ukraine,2008 Summer,2008,Summer,Gymnastics,1
254655,Arkady Nikitich Vorobyov,M,27.0,Soviet Union,1952 Summer,1952,Summer,Weightlifting,1
254656,Arkady Nikitich Vorobyov,M,32.0,Soviet Union,1956 Summer,1956,Summer,Weightlifting,3
254657,Arkady Nikitich Vorobyov,M,35.0,Soviet Union,1960 Summer,1960,Summer,Weightlifting,3
254666,Nataliya Vitalyevna Vorobyova,F,21.0,Russia,2012 Summer,2012,Summer,Wrestling,3
254667,Nataliya Vitalyevna Vorobyova,F,25.0,Russia,2016 Summer,2016,Summer,Wrestling,2
254676,Igor Nikolayevich Voronchikhin,M,25.0,Soviet Union,1964 Winter,1964,Winter,Cross Country Skiing,1
254678,Igor Nikolayevich Voronchikhin,M,25.0,Soviet Union,1964 Winter,1964,Winter,Cross Country Skiing,1
254680,Aleksandr Nikiforovich Voronin,M,25.0,Soviet Union,1976 Summer,1976,Summer,Weightlifting,3
254684,Lev Gennadiyevich Voronin,M,29.0,Russia,2000 Summer,2000,Summer,Handball,3
254685,Mikhail Yakovlevich Voronin,M,23.0,Soviet Union,1968 Summer,1968,Summer,Gymnastics,2
254686,Mikhail Yakovlevich Voronin,M,23.0,Soviet Union,1968 Summer,1968,Summer,Gymnastics,2
254688,Mikhail Yakovlevich Voronin,M,23.0,Soviet Union,1968 Summer,1968,Summer,Gymnastics,3
254689,Mikhail Yakovlevich Voronin,M,23.0,Soviet Union,1968 Summer,1968,Summer,Gymnastics,2
254690,Mikhail Yakovlevich Voronin,M,23.0,Soviet Union,1968 Summer,1968,Summer,Gymnastics,3
254691,Mikhail Yakovlevich Voronin,M,23.0,Soviet Union,1968 Summer,1968,Summer,Gymnastics,2
254692,Mikhail Yakovlevich Voronin,M,23.0,Soviet Union,1968 Summer,1968,Summer,Gymnastics,1
254694,Mikhail Yakovlevich Voronin,M,27.0,Soviet Union,1972 Summer,1972,Summer,Gymnastics,2
254699,Mikhail Yakovlevich Voronin,M,27.0,Soviet Union,1972 Summer,1972,Summer,Gymnastics,2
254704,Olena Oleksandrivna Voronina,F,26.0,Ukraine,2016 Summer,2016,Summer,Fencing,2
254707,Zinaida Borisovna Voronina (Druzhinina-),F,20.0,Soviet Union,1968 Summer,1968,Summer,Gymnastics,2
254708,Zinaida Borisovna Voronina (Druzhinina-),F,20.0,Soviet Union,1968 Summer,1968,Summer,Gymnastics,3
254710,Zinaida Borisovna Voronina (Druzhinina-),F,20.0,Soviet Union,1968 Summer,1968,Summer,Gymnastics,1
254711,Zinaida Borisovna Voronina (Druzhinina-),F,20.0,Soviet Union,1968 Summer,1968,Summer,Gymnastics,1
254722,Vladimir Petrovich Voronkov,M,27.0,Soviet Union,1972 Winter,1972,Winter,Cross Country Skiing,3
254727,Yevgeny Sergeyevich Voronov,M,26.0,Russia,2012 Summer,2012,Summer,Basketball,1
254735,Aleksey Nikolayevich Voropayev,M,19.0,Unified Team,1992 Summer,1992,Summer,Gymnastics,3
254743,Aleksey Nikolayevich Voropayev,M,23.0,Russia,1996 Summer,1996,Summer,Gymnastics,3
254752,"Zsuzsanna ""Zsuzsa"" Vrs",F,27.0,Hungary,2004 Summer,2004,Summer,Modern Pentathlon,3
254761,Christina Vo (Lange-),F,24.0,East Germany,1976 Summer,1976,Summer,Handball,2
254764,Jan Vos,M,24.0,Netherlands,1912 Summer,1912,Summer,Football,1
254768,Marianne Vos,F,21.0,Netherlands,2008 Summer,2008,Summer,Cycling,3
254769,Marianne Vos,F,25.0,Netherlands,2012 Summer,2012,Summer,Cycling,3
254773,"Ullrich ""Uli"" Vos",M,25.0,West Germany,1972 Summer,1972,Summer,Hockey,3
254789,Christopher Vose,M,33.0,Great Britain,1920 Summer,1920,Summer,Athletics,2
254795,Elles Voskes,F,19.0,Netherlands,1984 Summer,1984,Summer,Swimming,2
254799,Dmitry Vyacheslavovich Voskoboynikov,M,23.0,Soviet Union,1964 Summer,1964,Summer,Volleyball,3
254805,Nils Knutsen Voss (-Repl),M,26.0,Norway,1912 Summer,1912,Summer,Gymnastics,3
254806,Torsten Voss,M,25.0,East Germany,1988 Summer,1988,Summer,Athletics,2
254812,Hans-Gnther Vosseler,M,23.0,West Germany,1972 Summer,1972,Summer,Swimming,2
254838,Athanasios Vouros,M,,Greece,1896 Summer,1896,Summer,Fencing,1
254841,Marjo Hannele Voutilainen,F,28.0,Finland,2010 Winter,2010,Winter,Ice Hockey,1
254850,Aleksey Ivanovich Voyevoda,M,25.0,Russia-1,2006 Winter,2006,Winter,Bobsleigh,2
254851,Aleksey Ivanovich Voyevoda,M,29.0,Russia-1,2010 Winter,2010,Winter,Bobsleigh,1
254852,Aleksey Ivanovich Voyevoda,M,33.0,Russia-1,2014 Winter,2014,Winter,Bobsleigh,3
254853,Aleksey Ivanovich Voyevoda,M,33.0,Russia-1,2014 Winter,2014,Winter,Bobsleigh,3
254854,Aleksey Nikolayevich Voyevodin,M,34.0,Russia,2004 Summer,2004,Summer,Athletics,1
254859,Pavel Ivanovich Voyloshnikov,M,33.0,Russia,1912 Summer,1912,Summer,Shooting,2
254866,Anastasiya Sergeyevna Voynova,F,23.0,Russia,2016 Summer,2016,Summer,Cycling,2
254870,Ferenc Vozar,M,30.0,West Germany,1976 Winter,1976,Winter,Ice Hockey,1
254912,Ljubomir Vranjes,M,26.0,Sweden,2000 Summer,2000,Summer,Handball,2
254915,"Stojan ""Stojko"" Vrankovi",M,24.0,Yugoslavia,1988 Summer,1988,Summer,Basketball,2
254916,"Stojan ""Stojko"" Vrankovi",M,28.0,Croatia,1992 Summer,1992,Summer,Basketball,2
254918,Alexandros Vrasivanopoulos,M,,Greece,1920 Summer,1920,Summer,Shooting,2
254950,Renato Vrbii,M,25.0,Croatia,1996 Summer,1996,Summer,Water Polo,2
254955,Zdeslav Vrdoljak,M,25.0,Croatia,1996 Summer,1996,Summer,Water Polo,2
254957,Jan Johannes Anthony Arnoldus Vreede,M,24.0,Willem-Six,1924 Summer,1924,Summer,Sailing,1
254959,Shannon Vreeland,F,20.0,United States,2012 Summer,2012,Summer,Swimming,3
254969,"Jan Johannes ""Jur"" Vrieling",M,42.0,Netherlands,2012 Summer,2012,Summer,Equestrianism,2
254980,"Gerardus ""Gerard"" de Vries Lentsch",M,44.0,Hollandia,1928 Summer,1928,Summer,Sailing,2
255025,Jean Raoul Clina Andr Vuarnet,M,22.0,France,1960 Winter,1960,Winter,Alpine Skiing,3
255038,Stephan Vuckovic,M,28.0,Germany,2000 Summer,2000,Summer,Triathlon,2
255048,Mirko Vuillermin,M,20.0,Italy,1994 Winter,1994,Winter,Short Track Speed Skating,2
255050,Mirko Vuillermin,M,20.0,Italy,1994 Winter,1994,Winter,Short Track Speed Skating,3
255072,"Vladimir ""Vlada"" Vujasinovi",M,27.0,Serbia and Montenegro,2000 Summer,2000,Summer,Water Polo,1
255073,"Vladimir ""Vlada"" Vujasinovi",M,30.0,Serbia and Montenegro,2004 Summer,2004,Summer,Water Polo,2
255074,"Vladimir ""Vlada"" Vujasinovi",M,34.0,Serbia,2008 Summer,2008,Summer,Water Polo,1
255075,Branimir Vujevi,M,25.0,Croatia,2000 Summer,2000,Summer,Rowing,1
255076,Goran Vujevi,M,23.0,Serbia and Montenegro,1996 Summer,1996,Summer,Volleyball,1
255077,Goran Vujevi,M,27.0,Serbia and Montenegro,2000 Summer,2000,Summer,Volleyball,3
255082,"Zvonimir ""Zvonko"" Vujin",M,25.0,Yugoslavia,1968 Summer,1968,Summer,Boxing,1
255083,"Zvonimir ""Zvonko"" Vujin",M,29.0,Yugoslavia,1972 Summer,1972,Summer,Boxing,1
255086,Veselin Vujovi,M,23.0,Yugoslavia,1984 Summer,1984,Summer,Handball,3
255087,Veselin Vujovi,M,27.0,Yugoslavia,1988 Summer,1988,Summer,Handball,1
255091,Nenad Vukani,M,26.0,Serbia and Montenegro,2000 Summer,2000,Summer,Water Polo,1
255092,Bernard Vukas,M,21.0,Yugoslavia,1948 Summer,1948,Summer,Football,2
255093,Bernard Vukas,M,25.0,Yugoslavia,1952 Summer,1952,Summer,Football,2
255096,Marina Vukevi-Raji,F,18.0,Montenegro,2012 Summer,2012,Summer,Handball,2
255099,Branko Vukievi,M,22.0,Yugoslavia,1984 Summer,1984,Summer,Basketball,1
255105,Paola Vukojicic,F,26.0,Argentina,2000 Summer,2000,Summer,Hockey,2
255106,Paola Vukojicic,F,29.0,Argentina,2004 Summer,2004,Summer,Hockey,1
255107,Paola Vukojicic,F,33.0,Argentina,2008 Summer,2008,Summer,Hockey,1
255118,Drago Vukovi,M,21.0,Croatia,2004 Summer,2004,Summer,Handball,3
255120,Drago Vukovi,M,28.0,Croatia,2012 Summer,2012,Summer,Handball,1
255122,Veselin Vukovi,M,25.0,Yugoslavia,1984 Summer,1984,Summer,Handball,3
255124,Boko Vuksanovi,M,24.0,Yugoslavia,1952 Summer,1952,Summer,Water Polo,2
255132,Boo Vuleti,M,26.0,Yugoslavia,1984 Summer,1984,Summer,Water Polo,3
255134,Fabio Vullo,M,19.0,Italy,1984 Summer,1984,Summer,Volleyball,1
255150,Igor Vuurovi,M,25.0,Serbia and Montenegro,2000 Summer,2000,Summer,Volleyball,3
255161,Arkady Arkadyevich Vyachanin,M,24.0,Russia,2008 Summer,2008,Summer,Swimming,1
255162,Arkady Arkadyevich Vyachanin,M,24.0,Russia,2008 Summer,2008,Summer,Swimming,1
255166,Anna Viktorovna Vyakhireva,F,21.0,Russia,2016 Summer,2016,Summer,Handball,3
255170,David Vborn,M,31.0,Czech Republic,2006 Winter,2006,Winter,Ice Hockey,1
255191,Maksim Mikhaylovich Vylegzhanin,M,31.0,Russia,2014 Winter,2014,Winter,Cross Country Skiing,2
255193,Maksim Mikhaylovich Vylegzhanin,M,31.0,Russia,2014 Winter,2014,Winter,Cross Country Skiing,2
255194,Maksim Mikhaylovich Vylegzhanin,M,31.0,Russia,2014 Winter,2014,Winter,Cross Country Skiing,2
255197,Lenka Vymazalov,F,21.0,Czechoslovakia,1980 Summer,1980,Summer,Hockey,2
255207,Konstantin Grigoryevich Vyrupayev,M,26.0,Soviet Union,1956 Summer,1956,Summer,Wrestling,3
255208,Konstantin Grigoryevich Vyrupayev,M,29.0,Soviet Union,1960 Summer,1960,Summer,Wrestling,1
255219,Svetlana Yuryevna Vysokova,F,33.0,Russia,2006 Winter,2006,Winter,Speed Skating,1
255226,Galina Nikolayevna Vyuzhanina,F,27.0,Soviet Union,1980 Summer,1980,Summer,Hockey,1
255244,Otto Heinrich Gerhard Adolf Wachs,M,27.0,Germania II,1936 Summer,1936,Summer,Sailing,1
255246,Christine Wachtel (-Guth),F,23.0,East Germany,1988 Summer,1988,Summer,Athletics,2
255252,Anita Wachter (-Salzgeber),F,21.0,Austria,1988 Winter,1988,Winter,Alpine Skiing,3
255254,Anita Wachter (-Salzgeber),F,24.0,Austria,1992 Winter,1992,Winter,Alpine Skiing,2
255255,Anita Wachter (-Salzgeber),F,24.0,Austria,1992 Winter,1992,Winter,Alpine Skiing,2
255295,Kazuhiro Wada,M,32.0,Japan,2004 Summer,2004,Summer,Baseball,1
255296,Kikuo Wada,M,21.0,Japan,1972 Summer,1972,Summer,Wrestling,2
255301,Tsuyoshi Wada,M,23.0,Japan,2004 Summer,2004,Summer,Baseball,1
255307,"Robert Norman ""Rob"" Waddell",M,25.0,New Zealand,2000 Summer,2000,Summer,Rowing,3
255335,"Dwyane Tyrone Wade, Jr.",M,22.0,United States,2004 Summer,2004,Summer,Basketball,1
255336,"Dwyane Tyrone Wade, Jr.",M,26.0,United States,2008 Summer,2008,Summer,Basketball,3
255361,William Ridout Wadsworth,M,28.0,Toronto Argonauts,1904 Summer,1904,Summer,Rowing,2
255381,Julianus Wagemans,M,29.0,Belgium,1920 Summer,1920,Summer,Gymnastics,2
255392,"Tellef Kristian ""Tell"" Wagle",M,36.0,Irene,1920 Summer,1920,Summer,Sailing,3
255400,Adolf Wagner,M,25.0,Germany,1936 Summer,1936,Summer,Weightlifting,1
255402,Allison Marie Wagner,F,18.0,United States,1996 Summer,1996,Summer,Swimming,2
255404,"Alyson Kay ""Aly"" Wagner (-Eyre)",F,24.0,United States,2004 Summer,2004,Summer,Football,3
255405,"Alyson Kay ""Aly"" Wagner (-Eyre)",F,27.0,United States,2008 Summer,2008,Summer,Football,3
255407,Ashley Elisabeth Wagner,F,22.0,United States,2014 Winter,2014,Winter,Figure Skating,1
255409,"Barbara Aileen Wagner (-Grogan, -Hofman)",F,21.0,Canada-1,1960 Winter,1960,Winter,Figure Skating,3
255434,Bruno Julius Wagner,M,23.0,Germany,1906 Summer,1906,Summer,Tug-Of-War,3
255452,Klaus Wagner,M,30.0,Germany,1952 Summer,1952,Summer,Equestrianism,2
255454,Klaus Wagner,M,34.0,Germany,1956 Summer,1956,Summer,Equestrianism,2
255485,"Ulysses Stanley ""Stan"" Wagner",M,23.0,Canada,1932 Winter,1932,Winter,Ice Hockey,3
255492,"Catharina Wilhelmina ""Tini"" Wagner (-Boekhorst)",F,16.0,Netherlands,1936 Summer,1936,Summer,Swimming,3
255493,Udo Wagner,M,24.0,East Germany,1988 Summer,1988,Summer,Fencing,2
255496,Udo Wagner,M,28.0,Germany,1992 Summer,1992,Summer,Fencing,3
255515,Katrin Wagner-Augustin,F,22.0,Germany,2000 Summer,2000,Summer,Canoeing,3
255516,Katrin Wagner-Augustin,F,22.0,Germany,2000 Summer,2000,Summer,Canoeing,3
255518,Katrin Wagner-Augustin,F,26.0,Germany,2004 Summer,2004,Summer,Canoeing,3
255519,Katrin Wagner-Augustin,F,30.0,Germany,2008 Summer,2008,Summer,Canoeing,1
255520,Katrin Wagner-Augustin,F,30.0,Germany,2008 Summer,2008,Summer,Canoeing,3
255522,Katrin Wagner-Augustin,F,34.0,Germany,2012 Summer,2012,Summer,Canoeing,2
255525,Sandra Wagner-Sachse,F,26.0,Germany,1996 Summer,1996,Summer,Archery,2
255527,Sandra Wagner-Sachse,F,31.0,Germany,2000 Summer,2000,Summer,Archery,1
255539,"Elizabeth Jane ""Janie"" Wagstaff",F,18.0,United States,1992 Summer,1992,Summer,Swimming,3
255548,Frank-Michael Wahl,M,23.0,East Germany,1980 Summer,1980,Summer,Handball,3
255551,Harry August Wahl,M,42.0,Nina,1912 Summer,1912,Summer,Sailing,2
255562,Richard Wahl,M,29.0,Germany,1936 Summer,1936,Summer,Fencing,1
255566,Karl Edvard Wahlberg,M,49.0,Sweden,1924 Winter,1924,Winter,Curling,2
255570,Otto Wahle,M,20.0,Austria,1900 Summer,1900,Summer,Swimming,2
255571,Otto Wahle,M,20.0,Austria,1900 Summer,1900,Summer,Swimming,2
255572,Otto Wahle,M,24.0,Austria,1904 Summer,1904,Summer,Swimming,1
255581,Karl Wahlmller,M,22.0,Austria,1936 Summer,1936,Summer,Football,2
255591,Kauko Wilhelm Wahlsten,M,28.0,Finland,1952 Summer,1952,Summer,Rowing,1
255592,Richard Wayne Wahlstrom,M,20.0,United States,1952 Summer,1952,Summer,Rowing,1
255601,"Wolfram Waibel, Jr.",M,26.0,Austria,1996 Summer,1996,Summer,Shooting,2
255602,"Wolfram Waibel, Jr.",M,26.0,Austria,1996 Summer,1996,Summer,Shooting,1
255615,Nina Waidacher,F,21.0,Switzerland,2014 Winter,2014,Winter,Ice Hockey,1
255620,"Richard Donald ""Rusty"" Wailes",M,20.0,United States,1956 Summer,1956,Summer,Rowing,3
255621,"Richard Donald ""Rusty"" Wailes",M,24.0,United States,1960 Summer,1960,Summer,Rowing,3
255622,Erick Wainaina,M,22.0,Kenya,1996 Summer,1996,Summer,Athletics,1
255623,Erick Wainaina,M,26.0,Kenya,2000 Summer,2000,Summer,Athletics,2
255626,Helen E. Wainwright (-Stelling),F,14.0,United States,1920 Summer,1920,Summer,Diving,2
255627,Helen E. Wainwright (-Stelling),F,18.0,United States,1924 Summer,1924,Summer,Swimming,2
255651,Jadwiga Wajs-Marcinkiewicz (-Grtkiewicz),F,20.0,Poland,1932 Summer,1932,Summer,Athletics,1
255652,Jadwiga Wajs-Marcinkiewicz (-Grtkiewicz),F,24.0,Poland,1936 Summer,1936,Summer,Athletics,2
255660,Shigeki Wakabayashi,M,25.0,Japan,1992 Summer,1992,Summer,Baseball,1
255672,Arthur William Wakefield,M,47.0,Great Britain,1924 Winter,1924,Winter,Alpinism,3
255673,"Jennifer Dorothy June ""Jenn"" Wakefield",F,24.0,Canada,2014 Winter,2014,Winter,Ice Hockey,3
255678,Douglas Wakiihuri Maina,M,24.0,Kenya,1988 Summer,1988,Summer,Athletics,2
255705,Walace Souza Silva,M,21.0,Brazil,2016 Summer,2016,Summer,Football,3
255707,Tadeusz Walasek,M,24.0,Poland,1960 Summer,1960,Summer,Boxing,2
255708,Tadeusz Walasek,M,28.0,Poland,1964 Summer,1964,Summer,Boxing,1
255711,"Stanisawa Walasiewicz (-Walsh, -Olson)",F,21.0,Poland,1932 Summer,1932,Summer,Athletics,3
255713,"Stanisawa Walasiewicz (-Walsh, -Olson)",F,25.0,Poland,1936 Summer,1936,Summer,Athletics,2
255714,Kre Walberg,M,19.0,Norway,1932 Winter,1932,Winter,Ski Jumping,1
255718,Ewald Walch,M,27.0,Austria-1,1968 Winter,1968,Winter,Luge,2
255728,Michael Walchhofer,M,30.0,Austria,2006 Winter,2006,Winter,Alpine Skiing,2
